window,hashtag,score,mentions,reach,sentiment,rows_count
2024-05-31,#CyberSecurity,44.22486087693093,1256596,4001939,-0.054166666666666675,12
2024-05-31,#SpaceX,43.671695250499,2288678,9673477,0.0885,20
2024-05-31,#Stocks,30.03448355936746,1998146,7923883,-0.0017647058823529297,17
2024-05-31,#MetGala,29.894475069744054,2000721,7501436,-0.19266666666666668,15
2024-05-31,#TravelTuesday,26.053753111201942,1128883,3503409,0.265,8
2024-05-31,#Hiking,20.327095880681757,1462410,5442823,-0.12399999999999999,15
2024-05-31,#Finance,20.31928417426429,2309414,8084989,-0.13157894736842105,19
2024-05-31,#NFT,19.51215864566782,2596979,9299484,-0.04000000000000001,22
2024-05-31,#Adventure,17.710390906727355,1299821,4618324,0.11300000000000002,10
2024-05-31,#5G,15.073708543076076,1869052,7284247,0.06318181818181817,22
2024-06-01,#TechNews,35.004206335951096,2126249,7572323,-0.09647058823529411,17
2024-06-01,#IoT,16.554632205725103,1564861,6858578,0.029333333333333336,15
2024-06-01,#DataScience,14.323033493112419,1439779,3979707,0.09250000000000001,12
2024-06-01,#MentalHealth,14.06271505612016,1868713,7091139,0.29684210526315785,19
2024-06-01,#Photography,12.937470698635988,1438306,4770661,0.03357142857142858,14
2024-06-01,#Oscars,12.186371812215015,1293549,4616987,0.06357142857142857,14
2024-06-01,#Robotics,10.933606198271034,1560925,5183728,-0.01937500000000001,16
2024-06-01,#Travel,10.766525784343406,1189682,4733710,-0.0675,12
2024-06-01,#Startup,8.51758489067687,2148689,8854867,0.15761904761904763,21
2024-06-01,#Elections2025,7.681592035482472,1995176,6399402,0.08666666666666667,18
2024-06-02,#Crypto,56.54362133792102,1517534,4798928,0.23076923076923078,13
2024-06-02,#Coding,50.305395920994904,2094798,6297072,0.19130434782608696,23
2024-06-02,#AIArt,41.39880248351284,2858933,11021652,0.0391304347826087,23
2024-06-02,#AI,31.341553220743023,2262029,9122415,-0.01450000000000001,20
2024-06-02,#MetGala,27.259371347792403,1956556,6493190,-0.009473684210526325,19
2024-06-02,#Analytics,25.41815280861568,2193892,7874240,0.08058823529411763,17
2024-06-02,#Stocks,23.028588553519924,2313143,7406620,-0.02826086956521739,23
2024-06-02,#Politics,17.9601996732217,1924293,6902942,0.045,16
2024-06-02,#Cloud,15.557419725160944,2398880,8553290,-0.16608695652173913,23
2024-06-02,#ViralVideo,13.316632329919202,1672666,6356029,0.213125,16
2024-06-03,#SpaceX,109.30903055242452,1859303,6559500,0.04176470588235294,17
2024-06-03,#Vegan,18.66170105023396,1580610,4707105,-0.00466666666666666,15
2024-06-03,#Motivation,14.61214726478137,1279651,4902192,-0.07166666666666667,12
2024-06-03,#FoodPorn,12.880798573273095,2161512,8896896,0.08095238095238096,21
2024-06-03,#Health,12.09024456449105,1671741,5610680,0.001666666666666668,18
2024-06-03,#MentalHealth,11.252596882997073,1390671,5172867,-0.03230769230769231,13
2024-06-03,#Elections2025,9.755047591647966,2167155,6123558,-0.1438888888888889,18
2024-06-03,#Innovation,9.737723913719007,1831303,4982958,0.026842105263157896,19
2024-06-03,#Hiking,9.21917621703816,1428663,6147919,0.281875,16
2024-06-03,#Movies,7.83492023198525,1386358,5827700,0.0525,12
2024-06-04,#Adventure,27.345542885663974,2128438,7519066,-0.11499999999999999,18
2024-06-04,#Crypto,21.137800534534563,1993593,8218717,0.18533333333333332,15
2024-06-04,#AI,16.62259704123188,1716096,5824386,0.06285714285714286,14
2024-06-04,#SelfCare,15.897100970087603,1265160,4812057,-0.1285714285714286,14
2024-06-04,#SmartCity,14.132478496783689,1765431,6571308,-0.13125,16
2024-06-04,#AIArt,12.84309599551308,1828762,5987937,0.16444444444444445,18
2024-06-04,#DeepLearning,12.41818613742452,1613167,6350694,-0.12625,16
2024-06-04,#Foodie,9.224354425557705,1289573,4089793,0.42461538461538456,13
2024-06-04,#History,6.9209799184404215,1088858,4257106,0.3281818181818182,11
2024-06-04,#Finance,6.712746707115642,1257597,5213868,0.17,12
2024-06-05,#Science,40.95731703523037,2264048,9256370,-0.08047619047619048,21
2024-06-05,#Investing,32.83225280420624,1836301,6625204,0.052222222222222225,18
2024-06-05,#Photography,17.300175886850298,1357448,5869017,-0.125,14
2024-06-05,#DataScience,11.492212400194955,2169567,8123170,0.015555555555555548,18
2024-06-05,#Blockchain,10.79343651434436,1910613,6881118,0.0038888888888888922,18
2024-06-05,#TechNews,9.642486460609884,1285903,5690987,-0.08642857142857142,14
2024-06-05,#Business,7.730380154845549,1088272,3446401,0.004545454545454533,11
2024-06-05,#Hiking,7.086476229245295,1687990,6737876,-0.1761111111111111,18
2024-06-05,#Analytics,6.702550765387168,1628187,7323373,-0.014705882352941183,17
2024-06-05,#Health,6.67082277561047,1642673,5863188,0.17875,16
2024-06-06,#5G,53.101777040759664,2018806,6830353,0.124,20
2024-06-06,#BreakingNews,20.15704748620234,1790044,6064608,0.1565,20
2024-06-06,#SpaceX,19.960962633906572,1878823,7417847,-0.044285714285714296,21
2024-06-06,#Vegan,16.225376031956134,1482441,5409375,-0.1611764705882353,17
2024-06-06,#IoT,13.644635348555779,1495002,6109485,0.014285714285714294,14
2024-06-06,#MentalHealth,13.217143898267492,1503070,5022155,0.09142857142857141,14
2024-06-06,#Python,10.75980168840841,1719814,6972382,-0.10722222222222222,18
2024-06-06,#Foodie,10.044218548305851,835933,3331165,-0.06333333333333334,9
2024-06-06,#Sustainability,9.90698858119258,1724055,6352844,0.09066666666666666,15
2024-06-06,#Startup,9.349298620784374,1435544,5787703,0.0018750000000000155,16
2024-06-07,#Art,33.92647049109502,2186030,9213477,0.023333333333333334,21
2024-06-07,#MetGala,26.345943536932268,2701505,10828501,0.17047619047619048,21
2024-06-07,#Hiking,23.37225217251588,1892530,6982439,-0.09312500000000001,16
2024-06-07,#SelfCare,16.990760935544102,1310141,5182034,-0.07666666666666666,15
2024-06-07,#Investing,16.68944632175427,1993757,5814687,-0.22235294117647061,17
2024-06-07,#BigData,16.221370736735093,1726676,6294611,-0.016666666666666673,15
2024-06-07,#CyberSecurity,12.481360242534382,2352232,8480608,-0.1721052631578947,19
2024-06-07,#Books,11.38673369141157,1568470,6000314,0.029999999999999995,14
2024-06-07,#Cloud,10.234966542087365,1791725,6612300,-0.23111111111111113,18
2024-06-07,#NFT,10.162201730603995,1645299,7030572,0.106,15
2024-06-08,#Health,58.981939933073456,2727023,11100229,0.04217391304347827,23
2024-06-08,#SpaceX,40.54535552649406,1268791,4984713,-0.01416666666666666,12
2024-06-08,#FitnessGoals,35.272415763187645,1774883,7868986,-0.025294117647058828,17
2024-06-08,#RemoteWork,29.70469918789397,2068814,8968580,0.1017391304347826,23
2024-06-08,#Blockchain,25.123312983234175,1449492,5994343,0.1516666666666667,12
2024-06-08,#History,25.047159494050742,1544040,5683923,0.045,16
2024-06-08,#Startup,14.101215855189732,2199321,9207980,0.145,22
2024-06-08,#Foodie,11.905771073134828,1675508,4848481,0.02823529411764706,17
2024-06-08,#Movies,10.848097587125345,1606000,6498765,-0.2931578947368421,19
2024-06-08,#Vegan,10.829166163121865,1433087,6510687,-0.30727272727272725,11
2024-06-09,#MentalHealth,27.908568505010457,1819825,5669298,0.209375,16
2024-06-09,#Crypto,17.545351048983875,1773289,6999603,0.11157894736842104,19
2024-06-09,#MusicMonday,10.042900222821933,1842754,6936822,0.096875,16
2024-06-09,#Fashion,9.68859757937347,1928159,8022154,-0.0035294117647058807,17
2024-06-09,#FoodPorn,9.369217571248,1586467,5467522,0.31285714285714283,14
2024-06-09,#ViralVideo,8.756890010173125,1384044,4898209,-0.03266666666666666,15
2024-06-09,#Investing,7.19123046278574,1982472,6942065,-0.08823529411764706,17
2024-06-09,#Art,6.914172769611665,1637617,5699435,-0.14400000000000002,15
2024-06-09,#Education,6.615378464410864,1601639,6381051,0.11666666666666665,12
2024-06-09,#Elections2025,6.578582430600696,1078336,3185966,0.08666666666666667,12
2024-06-10,#Adventure,17.071021386582803,1850354,6813735,0.07894736842105263,19
2024-06-10,#Hiking,16.69034966119319,1804226,5981354,-0.07315789473684212,19
2024-06-10,#Elections2025,13.80631906163777,2031196,7589144,-0.013749999999999998,16
2024-06-10,#History,12.458527432524754,1781508,6377076,-0.058333333333333334,18
2024-06-10,#Robotics,10.901555084693511,2378081,9104672,0.17217391304347826,23
2024-06-10,#DataScience,8.80797266861542,1251104,5378879,0.010714285714285716,14
2024-06-10,#MachineLearning,8.476500559115816,1303229,5376864,-0.005384615384615391,13
2024-06-10,#Startup,7.448409219710693,2361787,9519137,-0.05714285714285713,21
2024-06-10,#Finance,7.381600924177372,1857326,7360212,-0.06894736842105263,19
2024-06-10,#Productivity,6.370854980003215,1419687,5208216,0.07055555555555555,18
2024-06-11,#FoodPorn,19.577428754004874,1739177,5998294,-0.009,20
2024-06-11,#Movies,18.276404261558323,1602938,6972878,-0.009523809523809525,21
2024-06-11,#Health,17.38204318602159,2367109,9408734,-0.13428571428571429,21
2024-06-11,#RemoteWork,15.97772141304485,1687093,6492857,-0.26076923076923075,13
2024-06-11,#FitnessGoals,15.292347884806249,1760197,7216700,-0.1811764705882353,17
2024-06-11,#Analytics,11.814954438835548,2155030,8773275,0.03444444444444445,18
2024-06-11,#BreakingNews,11.661909920884959,1771064,7169355,0.1461111111111111,18
2024-06-11,#Art,10.248957526435513,1818117,5786956,-0.16999999999999998,15
2024-06-11,#Productivity,8.787194270509646,2243893,8825001,-0.053599999999999995,25
2024-06-11,#Stocks,8.746024082090536,1369150,6255599,-0.10083333333333332,12
2024-06-12,#BigData,56.77539290901243,1728324,7309982,-0.02235294117647059,17
2024-06-12,#EcoFriendly,55.317162845136316,1492223,5676429,-0.3026666666666667,15
2024-06-12,#Sustainability,36.91655957475396,1976711,6418908,0.004285714285714289,21
2024-06-12,#Science,28.89760954629169,2203752,8638156,0.18833333333333332,18
2024-06-12,#MetGala,24.925559934367126,2627941,9370312,0.15,22
2024-06-12,#Elections2025,23.475963144806805,1371186,5788634,-0.0023076923076923183,13
2024-06-12,#Innovation,16.393037172728352,1501910,6193028,-0.012857142857142857,14
2024-06-12,#SelfCare,10.96619718381887,1592845,5887529,-0.01666666666666667,18
2024-06-12,#Photography,10.014043938131323,1529362,5447075,-0.18153846153846157,13
2024-06-12,#Crypto,6.947830627337604,1735253,5526737,-0.08823529411764706,17
2024-06-13,#MachineLearning,27.87002177979763,2146577,8758003,0.1409090909090909,22
2024-06-13,#Hiking,25.41025333292107,1894694,7002038,0.06083333333333333,12
2024-06-13,#Startup,23.50109260565653,2134691,9612572,0.006470588235294124,17
2024-06-13,#ClimateChange,22.18513659646257,1954115,7091778,-0.09954545454545455,22
2024-06-13,#Coding,21.22294433062985,2122777,8524245,-0.03888888888888889,18
2024-06-13,#TechNews,21.004538509389267,2132099,7583394,-0.13166666666666668,18
2024-06-13,#Adventure,20.640106041404692,2052731,8765602,0.14,15
2024-06-13,#FoodPorn,19.772311659005233,1516120,5089386,0.03937500000000001,16
2024-06-13,#DeepLearning,14.749097541826584,1635053,5549745,0.09333333333333332,18
2024-06-13,#MentalHealth,13.699522647355195,2238087,8378878,-0.15105263157894736,19
2024-06-14,#5G,48.12516354845037,1524158,6194951,0.10357142857142855,14
2024-06-14,#Photography,22.763576527482087,1728664,6683876,-0.13428571428571426,14
2024-06-14,#Entrepreneur,18.58341219243938,1959457,8575631,0.1975,16
2024-06-14,#Productivity,17.8854277429297,1490529,4566489,0.11357142857142855,14
2024-06-14,#Python,11.584504924050467,1602011,5382186,-0.05294117647058823,17
2024-06-14,#SpaceX,11.084388133305096,1386405,4673659,-0.014666666666666658,15
2024-06-14,#TravelTuesday,6.307807572531051,1243451,4614832,0.31666666666666665,12
2024-06-14,#Crypto,6.113347893641789,1208820,3911722,0.25461538461538463,13
2024-06-14,#DataScience,5.8915648758132,1800580,7012702,-0.170625,16
2024-06-14,#Vegan,4.917780995097169,1629332,7835586,-0.01153846153846155,13
2024-06-15,#Motivation,17.460300152027813,2250522,7793972,0.09764705882352942,17
2024-06-15,#Cloud,16.498304324361417,2036856,7285585,-0.05777777777777778,18
2024-06-15,#AI,13.340038322145507,2342008,8018011,-0.22789473684210526,19
2024-06-15,#SelfCare,11.9271970893717,1441164,5815760,0.110625,16
2024-06-15,#EcoFriendly,10.964180637318973,1685237,7530786,-0.22125,16
2024-06-15,#TravelTuesday,9.622346913850203,1882490,5720340,0.2033333333333333,15
2024-06-15,#BreakingNews,8.496266084218583,1334776,6428141,-0.21384615384615385,13
2024-06-15,#Gaming,8.31851501392361,2232232,9671591,0.21736842105263157,19
2024-06-15,#MusicMonday,7.961474555834655,942668,3406818,-0.11272727272727273,11
2024-06-15,#Analytics,7.618513421273699,1017899,3981559,0.042142857142857135,14
2024-06-16,#Art,26.518445235544707,1801177,6198258,-0.14315789473684212,19
2024-06-16,#Robotics,22.207229059520817,2220725,8286243,0.14047619047619048,21
2024-06-16,#SmartCity,22.14920984999689,1695729,5685258,0.0012500000000000011,16
2024-06-16,#Entrepreneur,21.668902102095064,1064108,4214700,0.21750000000000003,12
2024-06-16,#Sustainability,19.915295257196938,1586095,6236267,0.15823529411764706,17
2024-06-16,#History,10.44023639260365,1871990,7670722,0.0905,20
2024-06-16,#ViralVideo,10.357559103514191,1632588,5367713,0.10944444444444444,18
2024-06-16,#Stocks,10.128950058280175,1696555,5990921,-0.022352941176470586,17
2024-06-16,#DeepLearning,9.869028265452368,1530654,6492356,-0.3211764705882353,17
2024-06-16,#Health,9.226823014090183,2098411,7646426,-0.1385,20
2024-06-17,#Innovation,38.82289023765336,1792962,5633088,-0.22529411764705884,17
2024-06-17,#Elections2025,17.395988241814425,1541541,6015937,0.19642857142857142,14
2024-06-17,#Photography,15.025264602949656,2446621,7950997,-0.035882352941176476,17
2024-06-17,#Business,13.227134534743255,1762179,6300357,0.008235294117647052,17
2024-06-17,#SpaceX,12.921503124394327,1384320,5485129,-0.049999999999999996,16
2024-06-17,#EcoFriendly,11.639538685978705,2005061,7102008,0.05947368421052631,19
2024-06-17,#ClimateChange,11.548787397412339,1817652,6885370,-0.014374999999999992,16
2024-06-17,#Investing,11.106757332729202,1943843,7532511,0.10529411764705883,17
2024-06-17,#Crypto,10.740973668263974,1394901,5932230,-0.04692307692307693,13
2024-06-17,#MachineLearning,10.316980334087466,1851368,6637393,-0.009374999999999994,16
2024-06-18,#Movies,32.86583970151739,2240214,9748299,-0.11166666666666668,18
2024-06-18,#History,24.97524413928301,1819728,7917578,-0.08,18
2024-06-18,#Science,24.935853263346136,2204974,8246495,0.03333333333333333,21
2024-06-18,#TravelTuesday,23.229748972093034,2209614,8184049,-0.14105263157894735,19
2024-06-18,#Gaming,19.60167781082376,2068545,8877121,0.1588235294117647,17
2024-06-18,#MetGala,14.6849247831017,2090516,7486809,0.08049999999999999,20
2024-06-18,#Travel,14.218273641945084,2110490,7402293,0.06941176470588235,17
2024-06-18,#FitnessGoals,13.079141500269643,1521865,7012086,-0.06642857142857143,14
2024-06-18,#Nature,12.8579482667279,2124621,7769421,-0.15571428571428572,21
2024-06-18,#Productivity,12.527146723638465,1668698,6808013,0.034,15
2024-06-19,#Hiking,46.57930404451509,1920248,8127298,-0.08857142857142856,14
2024-06-19,#Finance,22.36640506912331,1631999,6503719,0.284,15
2024-06-19,#DataScience,15.564301123569301,1979694,6657603,-0.13499999999999998,20
2024-06-19,#Business,15.129403961001575,1887145,8004367,0.3447368421052632,19
2024-06-19,#Stocks,14.617974008495425,1789921,6740349,0.03210526315789473,19
2024-06-19,#MachineLearning,14.26646934557799,1528597,5732696,0.12214285714285714,14
2024-06-19,#Motivation,12.94532553633385,2299773,8902071,0.0473913043478261,23
2024-06-19,#Blockchain,9.683865741089116,1705769,5703124,-0.08944444444444445,18
2024-06-19,#Foodie,8.164647865665364,1871537,7189160,0.20149999999999996,20
2024-06-19,#WorldCup,7.78336996394503,871734,3303982,0.16375,8
2024-06-20,#IoT,58.408825629942186,1491488,4871576,0.007272727272727259,11
2024-06-20,#AIArt,24.29989904839027,1704147,6403858,0.006842105263157892,19
2024-06-20,#Health,18.188631366329215,1733769,7061225,0.14285714285714285,14
2024-06-20,#ClimateChange,16.69128460426393,1807626,7201999,0.1442857142857143,14
2024-06-20,#RemoteWork,14.559857433819563,1684645,5891463,0.031904761904761915,21
2024-06-20,#ViralVideo,14.16304439574472,1744648,7891134,0.16294117647058823,17
2024-06-20,#Startup,14.072539157231418,2090440,7212426,0.16812500000000002,16
2024-06-20,#FoodPorn,11.910129022819628,1797630,6527122,0.092,15
2024-06-20,#TechNews,10.33983455150528,1502701,5706876,-0.08230769230769229,13
2024-06-20,#Elections2025,8.564657911027286,1400707,5043454,0.042352941176470586,17
2024-06-21,#Stocks,24.026196758553265,1173308,4708927,-0.004999999999999997,14
2024-06-21,#Travel,18.066281178420926,2040606,6966679,0.06947368421052631,19
2024-06-21,#Entrepreneur,16.625785412179674,1452235,5719668,0.23454545454545456,11
2024-06-21,#FitnessGoals,12.277244628251474,1332127,4714359,-0.22933333333333333,15
2024-06-21,#Photography,12.180148869942524,2047926,7917405,-0.22647058823529412,17
2024-06-21,#Robotics,11.404752301560967,1605031,6422475,-0.041875,16
2024-06-21,#Cloud,8.99703762088119,885774,2914715,-0.24181818181818182,11
2024-06-21,#NFT,8.690307127660427,875928,3654749,-0.29666666666666663,9
2024-06-21,#Coding,8.604079965054378,1445538,5878315,-0.023076923076923075,13
2024-06-21,#History,7.501422932479762,1718688,6103439,-0.0263157894736842,19
2024-06-22,#Finance,48.47047711550263,2410222,7688757,-0.08499999999999999,20
2024-06-22,#Investing,45.68461377111983,1882433,7282873,-0.005625000000000005,16
2024-06-22,#ViralVideo,41.44637617640962,2236608,9006973,0.17,18
2024-06-22,#ClimateChange,22.839367402687312,1968717,7588168,0.07523809523809523,21
2024-06-22,#SmartCity,22.631609607663986,1980845,8068376,-0.025789473684210522,19
2024-06-22,#Politics,14.739347067556803,1972366,7199574,-0.026818181818181807,22
2024-06-22,#WorldCup,14.388795381886979,1564712,6079958,0.017058823529411765,17
2024-06-22,#Vegan,12.849266873812775,1369008,5806439,-0.20400000000000001,10
2024-06-22,#BreakingNews,12.297619238632777,1808376,7036676,0.125625,16
2024-06-22,#Python,11.179946385745033,1134645,4721467,-0.4466666666666666,9
2024-06-23,#CyberSecurity,39.184049452690765,1434634,4864565,0.2833333333333333,15
2024-06-23,#Art,32.44380551120668,1617241,6762278,0.26,15
2024-06-23,#Innovation,22.07007625525704,1188059,4299854,0.13818181818181818,11
2024-06-23,#Blockchain,18.673066054395814,3009864,10507421,-0.11304347826086955,23
2024-06-23,#Oscars,13.644980448749443,1232682,4062021,0.05071428571428571,14
2024-06-23,#Entrepreneur,13.3837662824421,1394274,5102253,0.09375,16
2024-06-23,#EcoFriendly,9.909793099560947,2126632,8261554,-0.020454545454545458,22
2024-06-23,#DeepLearning,9.660163291530939,1678552,5497505,0.03333333333333334,15
2024-06-23,#Python,8.313187083554684,1781444,6459538,-0.07,15
2024-06-23,#RemoteWork,6.601695842425982,1416661,5214576,0.14615384615384613,13
2024-06-24,#DataScience,95.9277962319921,1042174,3808692,-0.011538461538461553,13
2024-06-24,#Adventure,32.054216253598426,2120542,8673970,0.08588235294117647,17
2024-06-24,#SmartCity,27.80097045339344,1532251,5394174,-0.075,16
2024-06-24,#Investing,23.411144637774996,1311470,4970123,0.31363636363636366,11
2024-06-24,#SelfCare,22.851833037967186,2487785,7860359,-0.15699999999999997,20
2024-06-24,#Analytics,19.168951616545765,1937017,6339291,0.21142857142857144,14
2024-06-24,#AIArt,16.638125899521793,1445627,6403865,0.1075,16
2024-06-24,#Entrepreneur,14.99724943151065,2567637,9615958,0.10833333333333334,18
2024-06-24,#BreakingNews,11.579457849062775,1293308,6424003,0.05083333333333332,12
2024-06-24,#ViralVideo,10.675042293351426,1054724,4188466,-0.09749999999999999,12
2024-06-25,#FitnessGoals,17.516096666641914,1998201,7605254,-0.22055555555555556,18
2024-06-25,#Oscars,16.149808452616995,1969680,7267348,-0.12736842105263158,19
2024-06-25,#5G,13.458309819586177,1403332,5280654,-0.04647058823529412,17
2024-06-25,#Travel,13.101759159872097,1716040,5978732,-0.132,15
2024-06-25,#TechNews,12.104992320772448,1891989,8399858,-0.12333333333333335,18
2024-06-25,#Art,11.747165924480287,1798319,6852860,0.08071428571428572,14
2024-06-25,#EcoFriendly,10.338908382556982,1403757,4549571,-0.06571428571428571,14
2024-06-25,#Python,10.112814646744592,1814129,7536971,0.0276923076923077,13
2024-06-25,#NFT,8.560778534319423,1157775,4159374,0.10300000000000001,10
2024-06-25,#Innovation,8.429643199990842,1829995,6349364,-0.09062500000000001,16
2024-06-26,#Entrepreneur,20.85211427290783,1558957,5939479,0.08571428571428573,14
2024-06-26,#Productivity,20.344732418799676,1989198,6963546,0.05687500000000001,16
2024-06-26,#BigData,17.43131534493492,1914682,7253023,0.22904761904761908,21
2024-06-26,#Health,11.669599300004096,1376832,4873396,-0.36642857142857144,14
2024-06-26,#Robotics,11.545249022007843,2933890,10617765,-0.04846153846153847,26
2024-06-26,#MachineLearning,11.263783685498282,1673229,5908326,-0.011250000000000003,16
2024-06-26,#DataScience,10.957551323662392,1746788,5298634,0.2375,16
2024-06-26,#MetGala,10.293109566926086,1642645,6647169,0.13285714285714284,14
2024-06-26,#Movies,10.210653871598018,1590323,6528035,0.010769230769230777,13
2024-06-26,#Cloud,8.72695965499644,936662,3279905,0.22090909090909092,11
2024-06-27,#SpaceX,44.79208778197314,2426722,8460473,0.17842105263157895,19
2024-06-27,#ClimateChange,27.46905469982259,1340272,4926364,-0.11,13
2024-06-27,#MusicMonday,18.019881746913324,1783284,7495154,-0.19124999999999998,16
2024-06-27,#Motivation,17.899285944418377,1367860,5478691,0.07133333333333333,15
2024-06-27,#Stocks,14.502197223146926,2237387,8729034,-0.11124999999999999,16
2024-06-27,#Analytics,14.07424929146379,1400023,5714341,0.07642857142857143,14
2024-06-27,#SelfCare,13.303770260925024,1585864,6613156,0.3872222222222222,18
2024-06-27,#AIArt,9.953550825459333,1173241,4457252,-0.06642857142857143,14
2024-06-27,#NFT,9.802554265837093,1802811,6537479,-0.3,16
2024-06-27,#BreakingNews,9.737738258961746,1641227,6655361,0.06058823529411764,17
2024-06-28,#CyberSecurity,48.977140503097594,2411947,8740705,0.1745,20
2024-06-28,#Investing,48.35728280980309,1993080,8280901,-0.17882352941176471,17
2024-06-28,#AI,45.98077932092599,2050759,8191099,0.011428571428571423,21
2024-06-28,#Elections2025,32.96029711314695,1117007,4313101,-0.006999999999999995,10
2024-06-28,#Sustainability,20.88484486551268,1710933,5976710,0.131,20
2024-06-28,#Photography,20.003490941931823,1715746,7046819,0.0005555555555555561,18
2024-06-28,#MetGala,19.928128615835337,1735409,6772132,-0.10285714285714286,14
2024-06-28,#Books,19.156847845865215,3063630,9027800,0.056249999999999994,24
2024-06-28,#Health,18.157706989647203,1797382,6732001,0.21,14
2024-06-28,#WorldCup,16.915919598360233,1026969,4394251,0.15545454545454546,11
2024-06-29,#EcoFriendly,50.16660892959828,1521915,6770417,0.14733333333333334,15
2024-06-29,#Travel,47.49667162609928,1642500,5211363,0.18823529411764706,17
2024-06-29,#Python,39.07321320271947,1975951,7099482,0.0665,20
2024-06-29,#SpaceX,23.680400835210857,2232462,8837974,-0.13944444444444443,18
2024-06-29,#Crypto,13.981780335321895,2122669,7051198,0.005263157894736841,19
2024-06-29,#FoodPorn,13.73310668521659,1648736,6412662,-0.07428571428571429,14
2024-06-29,#Motivation,12.642899715499048,1361474,5377086,-0.19076923076923077,13
2024-06-29,#BigData,10.811710034036201,1986097,5788901,-0.21764705882352942,17
2024-06-29,#Adventure,10.56882477816496,1755721,6112060,-0.013999999999999995,15
2024-06-29,#Oscars,10.370385280169414,1863723,7280130,-0.021428571428571425,21
2024-06-30,#SelfCare,19.964391245297897,1847764,7436159,0.037647058823529395,17
2024-06-30,#Photography,16.479049196921203,1827184,6886805,-0.05263157894736842,19
2024-06-30,#Gaming,13.948892589884489,1314413,4735016,0.02153846153846156,13
2024-06-30,#Movies,10.867847369843174,1571727,5552796,0.28875,16
2024-06-30,#Startup,8.526136196487665,1474357,6378638,0.0013333333333333346,15
2024-06-30,#DataScience,8.463466831117724,1472289,5306709,-0.15866666666666665,15
2024-06-30,#Coding,8.26365162873873,1312472,5529876,-0.2530769230769231,13
2024-06-30,#Analytics,8.188724800678672,2284450,8797596,0.03150000000000001,20
2024-06-30,#MachineLearning,8.063562353669685,1609097,6126511,-0.005999999999999991,15
2024-06-30,#CyberSecurity,7.453988761415981,2005032,7637472,-0.005499999999999996,20
2024-07-01,#Fashion,26.12337528583847,1423979,4896498,-0.11533333333333333,15
2024-07-01,#IoT,18.845311884305715,1654008,7578796,-0.02947368421052632,19
2024-07-01,#NFT,14.114495657809975,3024218,9825453,-0.03560000000000001,25
2024-07-01,#ViralVideo,13.438122048777421,1638288,7168243,0.09500000000000001,16
2024-07-01,#MusicMonday,11.91079511139776,1844461,8277726,0.05866666666666666,15
2024-07-01,#Foodie,8.525917343714541,1517638,6124166,-0.16124999999999998,16
2024-07-01,#TechNews,7.476301054215132,1480521,5701833,0.12764705882352942,17
2024-07-01,#Politics,6.942248051369019,2080040,6812453,0.13055555555555554,18
2024-07-01,#Books,6.526900117269939,1578238,5667660,-0.030714285714285732,14
2024-07-01,#BreakingNews,6.172871489373117,1548772,5969156,0.07333333333333332,18
